strand	strat	chr	gene_name	gene_id	end	gene_type
+	45890144	20	CTSA	ENSG00000064601	45898824	protein_coding
-	45892694	20	AL008726.1	ENSG00000271984	45893419	lncRNA
-	45898621	20	PLTP	ENSG00000100979	45912155	protein_coding
-	45926518	20	AL162458.1	ENSG00000285796	45935055	lncRNA
+	45934683	20	PCIF1	ENSG00000100982	45948023	protein_coding
-	45948660	20	ZNF335	ENSG00000198026	45972203	protein_coding
-	45975249	20	FTLP1	ENSG00000235525	45976075	processed_pseudogene
+	46008908	20	MMP9	ENSG00000100985	46016561	protein_coding
-	46013500	20	SLC12A5-AS1	ENSG00000204044	46022073	lncRNA
+	46021690	20	SLC12A5	ENSG00000124140	46060150	protein_coding
-	46060991	20	NCOA5	ENSG00000124160	46089962	protein_coding
+	46099518	20	RPL13P2	ENSG00000213820	46100176	processed_pseudogene
+	46118278	20	CD40	ENSG00000101017	46129863	protein_coding
-	46168404	20	AL031687.1	ENSG00000229957	46171237	lncRNA
-	46173739	20	CDH22	ENSG00000149654	46308498	protein_coding
-	46345980	20	SLC35C2	ENSG00000080189	46364458	protein_coding
+	46364551	20	AL133227.1	ENSG00000273828	46397994	lncRNA
-	46366050	20	ELMO2	ENSG00000062598	46432985	protein_coding
-	46414228	20	ZNF663P	ENSG00000215452	46459276	transcribed_unitary_pseudogene
-	46455033	20	AL031686.1	ENSG00000283757	46496731	lncRNA
-	46463719	20	MKRN7P	ENSG00000225849	46477232	transcribed_processed_pseudogene
+	46484461	20	ZNF840P	ENSG00000184617	46492640	unprocessed_pseudogene
-	46499630	20	ZNF334	ENSG00000198185	46513559	protein_coding
-	46540946	20	OCSTAMP	ENSG00000149635	46550654	protein_coding
-	46557823	20	SLC13A3	ENSG00000158296	46684467	protein_coding
-	46681676	20	AL133520.1	ENSG00000273893	46682375	lncRNA
-	46684365	20	TP53RK	ENSG00000172315	46689444	protein_coding
+	46689659	20	AL031055.1	ENSG00000271784	46690289	lncRNA
+	46709649	20	SLC2A10	ENSG00000197496	46736347	protein_coding
+	46859333	20	RN7SKP33	ENSG00000222874	46859672	misc_RNA
-	46863563	20	AL354766.1	ENSG00000235922	46864104	processed_pseudogene
+	46894624	20	EYA2	ENSG00000064655	47188844	protein_coding
-	46901143	20	AL354766.2	ENSG00000236028	46901726	lncRNA
+	46997596	20	GAPDHP54	ENSG00000226769	46998488	processed_pseudogene
+	47071865	20	AL121776.1	ENSG00000239783	47072236	processed_pseudogene
-	47160838	20	AL022342.1	ENSG00000215450	47161700	processed_pseudogene
+	47166967	20	MIR3616	ENSG00000264901	47167058	miRNA
-	47209214	20	ZMYND8	ENSG00000101040	47356889	protein_coding
+	47318502	20	AL031666.2	ENSG00000267882	47320754	lncRNA
-	47348137	20	AL031666.3	ENSG00000273451	47349142	lncRNA
+	47352561	20	AL031666.1	ENSG00000231119	47354633	lncRNA
-	47391925	20	LINC01754	ENSG00000224565	47412327	lncRNA
-	47478214	20	RPL35AP	ENSG00000234075	47479010	processed_pseudogene
-	47484278	20	RNU6-497P	ENSG00000202186	47484381	snRNA
-	47492978	20	RNU6-563P	ENSG00000201742	47493085	snRNA
+	47501887	20	NCOA3	ENSG00000124151	47656877	protein_coding
-	47630266	20	AL034418.1	ENSG00000229853	47631438	processed_pseudogene
-	47656348	20	SULF2	ENSG00000196562	47786616	protein_coding
+	47677901	20	AL354813.1	ENSG00000255438	47686297	lncRNA
-	47826969	20	RNU7-173P	ENSG00000238950	47827044	snRNA
+	47859788	20	SRMP1	ENSG00000215448	47860672	processed_pseudogene
+	47873191	20	RNA5SP486	ENSG00000251770	47873273	rRNA_pseudogene
+	47904348	20	RNU7-92P	ENSG00000238785	47904423	snRNA
+	47950797	20	AL357558.2	ENSG00000234967	47954808	lncRNA
+	47958022	20	AL357558.1	ENSG00000228503	47958603	lncRNA
+	47974137	20	AL357558.3	ENSG00000287443	47977584	lncRNA
-	47976739	20	LINC01522	ENSG00000237423	47990127	lncRNA
+	47983404	20	LINC01523	ENSG00000229522	47984313	lncRNA
-	48007875	20	AL139351.2	ENSG00000286179	48022237	lncRNA
+	48025245	20	AL139351.3	ENSG00000287335	48060271	lncRNA
+	48073869	20	AL139351.1	ENSG00000276923	48074188	lncRNA
+	48120269	20	AL136102.1	ENSG00000287107	48136844	lncRNA
-	48264969	20	AL121888.2	ENSG00000288083	48275392	lncRNA
-	48324812	20	AL121888.1	ENSG00000286063	48367976	lncRNA
+	48359884	20	LINC00494	ENSG00000235621	48370636	lncRNA
-	48383323	20	AL137078.1	ENSG00000236874	48384895	lncRNA
+	48406777	20	AL137078.2	ENSG00000274261	48410716	lncRNA
+	48471308	20	AL049541.1	ENSG00000281365	48472414	lncRNA
+	48476999	20	AL049541.2	ENSG00000281460	48477553	lncRNA
-	48494234	20	RNU7-144P	ENSG00000238452	48494309	snRNA
-	48624252	20	PREX1	ENSG00000124126	48827999	protein_coding
+	48657073	20	AL035106.1	ENSG00000286159	48659119	lncRNA
-	48821688	20	AL133342.1	ENSG00000278231	48849458	lncRNA
+	48921711	20	ARFGEF2	ENSG00000124198	49036693	protein_coding
-	49038357	20	SNAP23P1	ENSG00000230758	49038602	processed_pseudogene
-	49040463	20	CSE1L-AS1	ENSG00000227431	49046168	lncRNA
+	49046246	20	CSE1L	ENSG00000124207	49096960	protein_coding
-	49113339	20	STAU1	ENSG00000124214	49188367	protein_coding
+	49134480	20	ARPC3P1	ENSG00000226284	49135012	processed_pseudogene
+	49219347	20	DDX27	ENSG00000124228	49244077	protein_coding
-	49237946	20	ZNFX1	ENSG00000124201	49278426	protein_coding
+	49278178	20	ZFAS1	ENSG00000177410	49299600	lncRNA
+	49278427	20	AL049766.2	ENSG00000277830	49278624	misc_RNA
+	49278940	20	SNORD12C	ENSG00000209042	49279028	snoRNA
+	49279116	20	AL049766.1	ENSG00000274760	49279208	misc_RNA
+	49280319	20	SNORD12B	ENSG00000222365	49280409	snoRNA
+	49280485	20	AL049766.3	ENSG00000277967	49280571	misc_RNA
+	49280683	20	SNORD12	ENSG00000212304	49280772	snoRNA
-	49293394	20	KCNB1	ENSG00000158445	49484297	protein_coding
+	49318337	20	AL035685.1	ENSG00000283529	49441654	transcribed_unprocessed_pseudogene
-	49503874	20	PTGIS	ENSG00000124212	49568137	protein_coding
-	49632945	20	B4GALT5	ENSG00000158470	49713878	protein_coding
+	49721949	20	RN7SL197P	ENSG00000276031	49722247	misc_RNA
-	49729591	20	SNRPFP1	ENSG00000231878	49729842	processed_pseudogene
+	49794811	20	RNU6-919P	ENSG00000252540	49794914	snRNA
+	49812713	20	SLC9A8	ENSG00000197818	49892242	protein_coding
+	49829125	20	AL162615.1	ENSG00000237788	49831085	processed_pseudogene
-	49903391	20	SPATA2	ENSG00000158480	49915529	protein_coding
+	49936336	20	RNF114	ENSG00000124226	49953885	protein_coding
+	49956745	20	KRT18P4	ENSG00000229222	49958032	processed_pseudogene
+	49972106	20	RNU6-147P	ENSG00000206710	49972212	snRNA
+	49982980	20	SNAI1	ENSG00000124216	49988886	protein_coding
-	50040716	20	TRERNA1	ENSG00000231265	50041504	lncRNA
-	50081124	20	PEDS1-UBE2V1	ENSG00000124208	50153637	protein_coding
-	50081124	20	UBE2V1	ENSG00000244687	50115959	protein_coding
-	50118254	20	PEDS1	ENSG00000240849	50153734	protein_coding
-	50162765	20	LINC01275	ENSG00000237595	50166216	lncRNA
+	50166362	20	AL161937.1	ENSG00000234698	50171742	lncRNA
+	50171809	20	LINC01273	ENSG00000231742	50176676	lncRNA
-	50184598	20	CEBPB-AS1	ENSG00000277449	50191498	lncRNA
+	50190830	20	CEBPB	ENSG00000172216	50192668	protein_coding
+	50247643	20	PELATON	ENSG00000224397	50283250	lncRNA
+	50292709	20	LINC01270	ENSG00000203999	50315488	lncRNA
-	50310711	20	LINC01271	ENSG00000233077	50321342	lncRNA
-	50429190	20	RN7SL636P	ENSG00000244376	50429483	misc_RNA
+	50479767	20	COX6CP2	ENSG00000231715	50479991	processed_pseudogene
+	50510321	20	PTPN1	ENSG00000196396	50585241	protein_coding
-	50557682	20	RN7SL672P	ENSG00000239742	50557998	misc_RNA
-	50570975	20	AL133230.1	ENSG00000232043	50578041	lncRNA
+	50585786	20	MIR645	ENSG00000208018	50585879	miRNA
-	50586108	20	RIPOR3	ENSG00000042062	50691542	protein_coding
-	50614636	20	MIR1302-5	ENSG00000221091	50614785	miRNA
+	50620763	20	RPL36P2	ENSG00000231302	50621077	processed_pseudogene
+	50645471	20	RIPOR3-AS1	ENSG00000234693	50662275	lncRNA
+	50731580	20	PARD6B	ENSG00000124171	50756795	protein_coding
+	50794894	20	BCAS4	ENSG00000124243	50882676	protein_coding
-	50840615	20	TMSB4XP6	ENSG00000230043	50840749	processed_pseudogene
-	50888916	20	ADNP	ENSG00000101126	50931437	protein_coding
+	50913731	20	PSMD10P1	ENSG00000228663	50914411	processed_pseudogene
+	50930984	20	ADNP-AS1	ENSG00000259456	50945148	lncRNA
-	50934867	20	DPM1	ENSG00000000419	50958555	protein_coding
+	50958818	20	MOCS3	ENSG00000124217	50963929	protein_coding
+	50999370	20	AL050404.1	ENSG00000232358	51010019	lncRNA
-	51003656	20	KCNG1	ENSG00000026559	51023107	protein_coding
+	51098138	20	AL121785.1	ENSG00000279835	51098845	TEC
-	51130788	20	RPSAP1	ENSG00000228820	51131667	processed_pseudogene
-	51386957	20	NFATC2	ENSG00000101096	51562831	protein_coding
-	51452905	20	MIR3194	ENSG00000266761	51452977	miRNA
-	51596514	20	ATP9A	ENSG00000054793	51768390	protein_coding
+	51734533	20	AL138807.1	ENSG00000215444	51735067	processed_pseudogene
-	51782331	20	SALL4	ENSG00000101115	51802521	protein_coding
-	51831797	20	LINC01429	ENSG00000227964	51862912	lncRNA
+	51902291	20	RNU6-347P	ENSG00000252467	51902395	snRNA
+	51904969	20	RNU7-6P	ENSG00000252654	51905030	snRNA
-	52051663	20	ZFP64	ENSG00000020256	52204308	protein_coding
+	52072685	20	AL109984.1	ENSG00000287511	52096480	lncRNA
-	52110344	20	ERP29P1	ENSG00000233347	52111049	processed_pseudogene
+	52192159	20	LINC01524	ENSG00000234948	52670578	lncRNA
-	52451464	20	AL109610.1	ENSG00000225785	52455619	lncRNA
-	52482801	20	AL049765.2	ENSG00000275958	52482991	misc_RNA
-	52487922	20	AL049765.1	ENSG00000232465	52500591	lncRNA
+	52511252	20	MRPS33P4	ENSG00000234821	52511568	processed_pseudogene
+	52671735	20	AL031674.1	ENSG00000232294	52699472	lncRNA
-	52840936	20	AL161945.1	ENSG00000286250	52843775	lncRNA
-	52858338	20	AL121902.1	ENSG00000232286	52862855	lncRNA
+	52890162	20	RPL36P1	ENSG00000230636	52890386	processed_pseudogene
+	52972358	20	TSHZ2	ENSG00000182463	53495330	protein_coding
+	53097652	20	RN7SKP184	ENSG00000199218	53097984	misc_RNA
-	53137293	20	AL391097.3	ENSG00000286865	53141169	lncRNA
-	53168643	20	AL391097.1	ENSG00000223492	53179550	lncRNA
-	53196229	20	AL391097.2	ENSG00000227705	53208705	lncRNA
-	53255979	20	AL109930.1	ENSG00000271774	53487274	lncRNA
-	53397661	20	AL354993.1	ENSG00000231703	53412910	lncRNA
+	53421199	20	PPIAP10	ENSG00000224530	53421656	processed_pseudogene
-	53453058	20	AL354993.2	ENSG00000259723	53504314	lncRNA
+	53552770	20	AL157838.1	ENSG00000197670	53575863	lncRNA
-	53567071	20	ZNF217	ENSG00000171940	53609907	protein_coding
+	53608354	20	AC005808.1	ENSG00000235415	53634590	lncRNA
-	53668697	20	RNU7-14P	ENSG00000238468	53668758	snRNA
+	53738728	20	AC005914.1	ENSG00000287886	53741797	lncRNA
-	53799823	20	AC006076.1	ENSG00000225563	53827297	lncRNA
-	53875252	20	SUMO1P1	ENSG00000241721	53875557	processed_pseudogene
-	53936777	20	BCAS1	ENSG00000064787	54070594	protein_coding
+	53940160	20	AC005220.1	ENSG00000236352	53942508	lncRNA
-	54068408	20	MIR4756	ENSG00000265595	54068485	miRNA
-	54153446	20	CYP24A1	ENSG00000019186	54173986	protein_coding
+	54178414	20	AL133335.2	ENSG00000286587	54183129	lncRNA
+	54208087	20	PFDN4	ENSG00000101132	54228052	protein_coding
+	54232758	20	AL133335.1	ENSG00000286229	54269542	lncRNA
+	54475593	20	DOK5	ENSG00000101134	54651169	protein_coding
-	54859688	20	RNU4ATAC7P	ENSG00000252089	54859812	snRNA
+	55074644	20	RPL12P4	ENSG00000185834	55075140	processed_pseudogene
+	55408898	20	LINC01440	ENSG00000235166	55684915	lncRNA
-	55420336	20	LINC01441	ENSG00000224008	55427197	lncRNA
-	55504906	20	AL160413.1	ENSG00000275923	55505215	lncRNA
-	55607852	20	AL109829.1	ENSG00000287478	55744938	lncRNA
+	55775176	20	AL109828.1	ENSG00000286006	55781231	lncRNA
-	55997357	20	CBLN4	ENSG00000054803	56005519	protein_coding
-	56205052	20	RNA5SP487	ENSG00000222118	56205173	rRNA_pseudogene
+	56248732	20	MC3R	ENSG00000124089	56249815	protein_coding
+	56267872	20	AL139824.2	ENSG00000235594	56269231	processed_pseudogene
-	56295967	20	AL139824.1	ENSG00000230843	56299160	lncRNA
+	56358974	20	FAM210B	ENSG00000124098	56368663	protein_coding
-	56369389	20	AURKA	ENSG00000087586	56392337	protein_coding
+	56392371	20	CSTF1	ENSG00000101138	56406362	protein_coding
+	56412112	20	CASS4	ENSG00000087589	56460387	protein_coding
-	56459428	20	RPL39P	ENSG00000228601	56459583	processed_pseudogene
+	56468585	20	RTF2	ENSG00000022277	56519449	protein_coding
-	56491492	20	GCNT7	ENSG00000124091	56525925	protein_coding
+	56517187	20	FAM209A	ENSG00000124103	56526152	protein_coding
+	56522252	20	AL109806.1	ENSG00000280387	56523499	TEC
+	56533246	20	FAM209B	ENSG00000213714	56536520	protein_coding
+	56550605	20	AL109806.2	ENSG00000287079	56555579	lncRNA
+	56577563	20	LINC01716	ENSG00000225657	56598621	lncRNA
+	56601701	20	RPS4XP3	ENSG00000214541	56602113	processed_pseudogene
+	56629306	20	TFAP2C	ENSG00000087510	56639283	protein_coding
+	56667430	20	RNU6-1146P	ENSG00000252091	56667531	snRNA
+	56688401	20	RN7SL170P	ENSG00000241821	56688695	misc_RNA
-	56700837	20	PTMAP6	ENSG00000237000	56701514	processed_pseudogene
+	56730397	20	AL133232.1	ENSG00000231604	56731460	lncRNA
-	56785981	20	RNU6-929P	ENSG00000207158	56786087	snRNA
+	57105741	20	AL157414.2	ENSG00000231078	57107128	lncRNA
+	57110640	20	AL157414.1	ENSG00000203266	57122745	lncRNA
-	57116566	20	AL157414.4	ENSG00000288086	57119543	lncRNA
+	57161822	20	AL157414.3	ENSG00000280220	57163775	TEC
-	57168753	20	BMP7	ENSG00000101144	57266641	protein_coding
+	57214872	20	BMP7-AS1	ENSG00000235032	57215866	lncRNA
+	57266797	20	AL122058.1	ENSG00000226308	57282998	lncRNA
-	57321502	20	MIR4325	ENSG00000266666	57321591	miRNA
+	57328546	20	RPL39P39	ENSG00000231005	57328696	processed_pseudogene
+	57329803	20	SPO11	ENSG00000054796	57343994	protein_coding
+	57351223	20	RAE1	ENSG00000101146	57379211	protein_coding
-	57357426	20	MTND1P9	ENSG00000228995	57358369	processed_pseudogene
-	57358447	20	MTRNR2L3	ENSG00000256222	57359498	protein_coding
-	57377140	20	RBM38-AS1	ENSG00000218018	57393062	lncRNA
+	57391396	20	RBM38	ENSG00000132819	57409333	protein_coding
+	57442742	20	AL109955.1	ENSG00000286052	57458298	lncRNA
-	57488392	20	HMGB1P1	ENSG00000124097	57489027	processed_pseudogene
-	57495966	20	CTCFL	ENSG00000124092	57525652	protein_coding
+	57561080	20	PCK1	ENSG00000124253	57568121	protein_coding
-	57599695	20	AL035541.1	ENSG00000227297	57601200	lncRNA
-	57603846	20	ZBP1	ENSG00000124256	57620576	protein_coding
-	57648392	20	PMEPA1	ENSG00000124225	57711536	protein_coding
+	57710156	20	NKILA	ENSG00000278709	57712780	lncRNA
+	57895394	20	AL162291.1	ENSG00000263453	57895444	miRNA
-	57957126	20	AL354984.1	ENSG00000203971	57960176	lncRNA
+	58003904	20	LINC01742	ENSG00000275852	58004648	lncRNA
-	58069054	20	AL354984.2	ENSG00000225708	58072070	lncRNA
+	58097267	20	AL354984.3	ENSG00000270411	58097591	processed_pseudogene
+	58150902	20	C20orf85	ENSG00000124237	58161150	protein_coding
-	58218495	20	ANKRD60	ENSG00000124227	58228653	protein_coding
-	58228940	20	PPP4R1L	ENSG00000124224	58309451	transcribed_unprocessed_pseudogene
+	58309715	20	RAB22A	ENSG00000124209	58367507	protein_coding
+	58389229	20	VAPB	ENSG00000124164	58451101	protein_coding
-	58459101	20	APCDD1L	ENSG00000198768	58515399	protein_coding
+	58515379	20	APCDD1L-DT	ENSG00000231290	58619888	lncRNA
+	58594417	20	AL050327.1	ENSG00000254620	58603973	lncRNA
+	58634772	20	LINC01711	ENSG00000268941	58635738	lncRNA
+	58651253	20	STX16	ENSG00000124222	58679526	protein_coding
+	58651434	20	STX16-NPEPL1	ENSG00000254995	58715410	protein_coding
+	58689131	20	NPEPL1	ENSG00000215440	58719238	protein_coding
+	58710795	20	AL139349.1	ENSG00000254419	58711633	lncRNA
-	58740532	20	PIEZO1P2	ENSG00000237121	58783821	unprocessed_pseudogene
+	58754351	20	AL132655.3	ENSG00000270279	58756838	lncRNA
-	58817132	20	AL132655.2	ENSG00000268649	58817725	lncRNA
-	58817615	20	MIR296	ENSG00000284040	58817694	miRNA
-	58818226	20	MIR298	ENSG00000216031	58818313	miRNA
-	58818919	20	GNAS-AS1	ENSG00000235590	58850903	lncRNA
-	58833809	20	AL132655.1	ENSG00000268333	58836529	lncRNA
+	58839718	20	GNAS	ENSG00000087460	58911192	protein_coding
+	58842030	20	AL132655.7	ENSG00000276859	58842132	misc_RNA
+	58842433	20	AL132655.6	ENSG00000276722	58842546	misc_RNA
+	58850530	20	AL132655.4	ENSG00000274491	58850641	misc_RNA
+	58850783	20	AL132655.5	ENSG00000275069	58850903	misc_RNA
-	58863528	20	AL121917.1	ENSG00000225806	58888809	lncRNA
-	58876592	20	AL121917.2	ENSG00000270951	58876981	lncRNA
-	58916000	20	AL109840.2	ENSG00000285091	58981169	lncRNA
-	58948089	20	AL109840.1	ENSG00000284985	58948267	unprocessed_pseudogene
+	58981208	20	NELFCD	ENSG00000101158	58995133	protein_coding
-	58985686	20	CTSZ	ENSG00000101160	59008238	protein_coding
+	59019429	20	TUBB1	ENSG00000101162	59026654	protein_coding
-	59025475	20	ATP5F1E	ENSG00000124172	59032345	protein_coding
-	59033145	20	PRELID3B	ENSG00000101166	59042809	protein_coding
+	59113224	20	MRPS16P2	ENSG00000232925	59113631	processed_pseudogene
+	59123381	20	ZNF831	ENSG00000124203	59259113	protein_coding
+	59300443	20	EDN3	ENSG00000124205	59325992	protein_coding
-	59352195	20	AL035250.1	ENSG00000225129	59357774	lncRNA
-	59360927	20	AL035250.2	ENSG00000230352	59364773	lncRNA
-	59395496	20	AL160410.1	ENSG00000286309	59397109	lncRNA
-	59460619	20	PIEZO1P1	ENSG00000233686	59460837	processed_pseudogene
-	59467755	20	AL389889.2	ENSG00000287752	59469853	lncRNA
+	59515191	20	AL389889.1	ENSG00000227282	59516039	lncRNA
+	59577509	20	PHACTR3	ENSG00000087495	59847711	protein_coding
-	59624904	20	PHACTR3-AS1	ENSG00000238194	59628295	lncRNA
-	59852667	20	RNU7-141P	ENSG00000238777	59852728	snRNA
-	59863564	20	SYCP2	ENSG00000196074	59933655	protein_coding
+	59933764	20	FAM217B	ENSG00000196227	59948680	protein_coding
-	59936663	20	PPP1R3D	ENSG00000132825	59940305	protein_coding
+	59958423	20	CDH26	ENSG00000124215	60034011	protein_coding
+	60055853	20	C20orf197	ENSG00000176659	60072956	lncRNA
-	60083360	20	AL132822.1	ENSG00000276093	60083872	lncRNA
+	60087826	20	MIR646HG	ENSG00000228340	60653784	lncRNA
+	60308474	20	MIR646	ENSG00000207802	60308567	miRNA
-	60414396	20	MTCO2P1	ENSG00000229690	60414872	processed_pseudogene
+	60478111	20	MIR4533	ENSG00000266140	60478181	miRNA
+	60564562	20	MIR548AG2	ENSG00000265617	60564625	miRNA
+	60755001	20	AL117372.1	ENSG00000276627	60767279	lncRNA
-	60812004	20	AL139348.1	ENSG00000261035	60814211	lncRNA
-	61077224	20	AL121910.1	ENSG00000229755	61077816	lncRNA
+	61079049	20	LINC01718	ENSG00000229606	61083750	lncRNA
+	61252261	20	CDH4	ENSG00000179242	61940617	protein_coding
-	61267525	20	AL365229.1	ENSG00000286232	61271827	lncRNA
+	61369879	20	BX640515.1	ENSG00000276786	61370855	lncRNA
-	61432868	20	AL160412.1	ENSG00000277270	61437630	lncRNA
-	61717506	20	AL162457.1	ENSG00000179253	61719748	lncRNA
-	61738219	20	AL162457.2	ENSG00000225106	61755056	lncRNA
-	61953469	20	TAF4	ENSG00000130699	62065810	protein_coding
-	61953546	20	MIR1257	ENSG00000284193	61953662	miRNA
-	62037429	20	AL137077.1	ENSG00000235018	62037956	processed_pseudogene
+	62064802	20	MIR3195	ENSG00000265306	62064885	miRNA
+	62066830	20	AL137077.2	ENSG00000283078	62068437	lncRNA
+	62122461	20	LSM14B	ENSG00000149657	62135374	protein_coding
-	62136733	20	PSMA7	ENSG00000101182	62143440	protein_coding
+	62143769	20	SS18L1	ENSG00000184402	62182514	protein_coding
+	62183028	20	MTG2	ENSG00000101181	62203568	protein_coding
-	62214960	20	HRH3	ENSG00000101180	62220278	protein_coding
+	62231922	20	OSBPL2	ENSG00000130703	62296213	protein_coding
+	62302093	20	ADRM1	ENSG00000130706	62308862	protein_coding
-	62305432	20	AL354836.1	ENSG00000226332	62306325	lncRNA
-	62307955	20	LAMA5	ENSG00000130702	62367312	protein_coding
-	62332487	20	MIR4758	ENSG00000284074	62332557	miRNA
+	62352995	20	LAMA5-AS1	ENSG00000228812	62356480	lncRNA
-	62386303	20	AL121832.2	ENSG00000273619	62386970	lncRNA
+	62387103	20	RPS21	ENSG00000171858	62388520	protein_coding
-	62388632	20	CABLES2	ENSG00000149679	62407285	protein_coding
-	62402236	20	AL121832.3	ENSG00000275437	62405935	lncRNA
-	62410237	20	RBBP8NL	ENSG00000130701	62427539	protein_coding
+	62427827	20	AL121832.1	ENSG00000233017	62447677	lncRNA
-	62463497	20	GATA5	ENSG00000130700	62475995	protein_coding
+	62477870	20	AL499627.2	ENSG00000272050	62478594	lncRNA
-	62513909	20	AL499627.1	ENSG00000260542	62516096	lncRNA
-	62544343	20	MIR1-1HG-AS1	ENSG00000174403	62551526	lncRNA
+	62550453	20	MIR1-1HG	ENSG00000174407	62570764	lncRNA
+	62554306	20	MIR1-1	ENSG00000199017	62554376	miRNA
+	62564912	20	MIR133A2	ENSG00000284508	62565013	miRNA
+	62572671	20	RPL7P3	ENSG00000226094	62573384	processed_pseudogene
+	62575590	20	BX640514.1	ENSG00000264490	62577507	lncRNA
-	62596732	20	BX640514.2	ENSG00000273812	62603355	lncRNA
-	62633681	20	AL450469.2	ENSG00000232121	62635504	lncRNA
+	62633772	20	AL450469.1	ENSG00000229882	62635862	lncRNA
-	62640719	20	AL357033.1	ENSG00000167046	62643304	lncRNA
+	62642503	20	SLCO4A1	ENSG00000101187	62685785	protein_coding
-	62648961	20	AL357033.4	ENSG00000277496	62650767	lncRNA
